"name","host","url","category","tagline","evidence","claimed_taken","top_bid","bidders","minimum_bid","payment_rail","listed_at","registered_at","registrar","clicks","referrals","figures_read_at"
"TopGoblin","topgoblin.com","https://topgoblin.com/","Websites & products","A transparent paid website leaderboard where lifetime Loot sets rank and daily category winners earn the Crown.","Checked - unreadable","","","","$5","","2026-08-23T15:45:26.228Z","","","0","0","2026-08-25T21:29:40.229Z"
"claim.town","claim.town","https://claim.town/","Ads & billboards","A pay-to-rank city. Claim a block for $1, feed it, and it walks toward the middle — closer to the centre is higher on the board. Only #1 pays the crown tax.","Measured","$46","$22","","","","2026-08-23T15:45:25.023Z","","","2","0","2026-08-31T01:28:35.295Z"
"winbid.lol","winbid.lol","https://winbid.lol/","Websites & products","A public leaderboard where rank is the bid. Claim a spot for your product URL or @handle, outbid the rest, and win the clicks.","Measured","$93","$15","","$1","","2026-08-23T15:45:23.055Z","","","0","0","2026-09-03T22:55:29.146Z"
"outbid.website","outbid.website","https://outbid.website/","Websites & products","A transparent paid leaderboard for websites, products, and internet projects. Every bid and every move is visible.","Verified - unmeasured","","","","$1","","2026-08-23T15:45:22.536Z","","","0","0",""
"outbid","outbid.news","https://outbid.news/","Websites & products","Submit your product URL, bid from $2, and climb a public leaderboard ranked by paid bids.","Measured","$111","$28","","$2","","2026-08-23T15:45:18.245Z","","","0","0","2026-08-31T01:28:35.681Z"
"designbid","designbid.lol","https://designbid.lol/","Websites & products","Claim your spot on the designer leaderboard. Pay to move up. Portfolio or Twitter/X.","Measured","$15","$5","","$5","","2026-08-23T15:45:16.611Z","","","0","0","2026-08-31T01:28:35.851Z"
"claimthespot","claimthespots.com","https://claimthespots.com/","Websites & products","A leaderboard you buy your way into.","Verified - unmeasured","","","","","","2026-08-23T14:45:37.972Z","","","0","0",""
"SaaSBid","saasbid.io","https://saasbid.io/","Websites & products","Bid-based SaaS rankings, stated plainly: the bid is the position.","Measured","$220","$10","","","","2026-08-23T14:45:25.137Z","","","13","0","2026-09-04T01:00:24.356Z"
"skillissue.fail","skillissue.fail","https://skillissue.fail/","Websites & products","Ten permanent slots that never reset, where buying one does not put you above the person standing there, it removes them.","Measured","$63","","","","","2026-08-23T14:45:23.678Z","","","0","0","2026-08-23T15:14:52.334Z"
"ProductsBid","productsbid.lol","https://productsbid.lol/","Websites & products","Products ranked across categories by what their owners paid, with no ads and no algorithm in the way.","Checked - unreadable","","","","","","2026-08-23T14:45:22.937Z","","","0","0","2026-09-01T23:05:57.700Z"
"topagent.lol","topagent.lol","https://topagent.lol/","AI tools & agents","A leaderboard for AI agents where you cannot prompt your way to the top, only pay more than the agent above you.","Checked - unreadable","","","","","","2026-08-23T14:45:21.692Z","","","2","0","2026-08-31T01:28:36.415Z"
"Leaderbid","leaderbid.lol","https://leaderbid.lol/","Websites & products","A board where the amount decides the rank, and a smaller bid still lands you wherever it reaches.","Measured","$14","$6","","$7","","2026-08-23T14:45:20.383Z","","","0","0","2026-08-31T01:28:36.595Z"
"Biddr","biddr.lol","https://biddr.lol/","Websites & products","A pay-to-rank board for products and profiles where the bid beside each row is the whole ranking.","Measured","$14","$10","","$1","","2026-08-23T14:45:18.382Z","","","0","0","2026-08-31T01:28:36.778Z"
"Aurabid","aurabid.now","https://aurabid.now/","Regional & other currencies","No followers and no merit, just paying to sit above other people, with the top spot in your city costing a fraction of the top spot on earth.","Measured","$152","$20","","","","2026-08-23T14:45:16.635Z","","","2","0","2026-08-31T01:28:36.970Z"
"bid2rank.lol","bid2rank.lol","https://bid2rank.lol/","Websites & products","Websites, app store pages and X handles ranked by bid across several category boards, with ties broken by who paid first.","Measured","~$1,036","","","$4","","2026-08-23T00:30:16.196Z","","","1","0","2026-09-03T13:19:33.361Z"
"PushYourYT","pushyouryt.lol","https://pushyouryt.lol/","Games & clips","A public leaderboard of YouTube channels where rank is paid for. Highest amount sits on top. No algorithm, no sub4sub.","Measured","$14","$5","","","","2026-08-22T16:45:16.154Z","","","2","0","2026-08-31T01:28:37.325Z"
"PeakBid.lol | Buy your place on the attention leaderboard","peakbid.lol","https://peakbid.lol/","X accounts","PeakBid is a public paid leaderboard where websites and X profiles compete for attention.","Explicit $0","$0","","","$1","","2026-08-22T16:30:16.240Z","","","2","0","2026-08-22T16:33:17.870Z"
"herobid","herobid.lol","https://herobid.lol/","Websites & products","Paste a link and name a price: outbid everyone and your site takes over the top of the page until someone pays more.","Checked - unreadable","","","","$5","","2026-08-22T16:15:16.159Z","","","1","0","2026-08-24T14:18:58.296Z"
"outbid.immo","outbid.immo","https://outbid.immo/","Websites & products","A board for estate agents and property brands: drop your link, pay more than the one above you, take the spot.","Measured","$181","$40","","$5","","2026-08-22T14:15:16.159Z","","","1","0","2026-09-04T07:30:16.885Z"
"toiletad.lol","toiletad.lol","https://toiletad.lol/","Ads & billboards","Eight ad spots on a spinning toilet, where a dollar takes one off whoever is holding it.","Measured","$14","$6","","$1","","2026-08-22T13:45:16.167Z","","","3","0","2026-09-04T06:34:25.903Z"
"outbidd.in","outbidd.in","https://outbidd.in/","X accounts","Pay to rank any public LinkedIn page or post. Bid from $5, climb the board, get clicked.","Measured","$24","$7","","$5","","2026-08-22T13:15:16.265Z","","","3","0","2026-08-31T01:28:37.883Z"
"bumpbid","bumpbid.com","https://bumpbid.com/","Websites & products","Rank is the bid and nothing else: pay more than the listing above you and take its place.","Verified - unmeasured","","","","$5","","2026-08-22T12:30:14.513Z","","","1","0",""
"bestdirectories.lol","bestdirectories.lol","https://bestdirectories.lol/","Directories of bid sites","Launch directories and agencies ranked by bid, where every spot is bought and the highest holds the top until someone pays more.","Measured","$149","$18","","","","2026-08-22T12:00:14.732Z","","","7","0","2026-08-31T01:28:38.074Z"
"HiddenGems","hiddengems.lol","https://hiddengems.lol/","Games & clips","Indie games ranked by lifetime spend, where you pay the difference to climb and four dollars takes the top.","Measured","$10","$15","","$4","","2026-08-22T11:45:14.428Z","","","2","0","2026-09-03T16:50:08.808Z"
"kingbid.lol","kingbid.lol","https://kingbid.lol/","Regional & other currencies","A board with a global list and a local one per country, where spots start at five dollars and the bid sets the place.","Explicit $0","$0","","","$5","","2026-08-22T11:15:14.773Z","","","3","0","2026-08-26T19:49:19.936Z"
"AICavo Outbid","aicavo.com","https://aicavo.com/outbid","AI tools & agents","The paid board inside an AI tool directory: spots start at a dollar and the bid sets the place, with each listing click counted.","Measured","$21","$6","","$1","","2026-08-22T10:45:14.425Z","","","2","0","2026-08-31T01:28:38.417Z"
"Outbid Creators","outbidcreators.lol","https://outbidcreators.lol/","X accounts","An Instagram creator leaderboard you buy your way onto, with spots from a dollar and a smaller bid still landing you a rank.","Measured","$11","","","$1","","2026-08-22T09:00:14.668Z","","","6","0","2026-08-22T09:03:36.618Z"
"MarketRank","marketrank.lol","https://marketrank.lol/","Websites & products","A market where you buy shares in products: demand moves the price, and the price sets the place on the board.","Measured","$30","","","","","2026-08-22T08:30:14.481Z","","","2","0","2026-08-22T12:39:54.423Z"
"DailyRank","dailyrank.lol","https://dailyrank.lol/","Websites & products","A board that wipes at midnight: a dollar to enter, at least five to take the top, and everyone starts level the next morning.","Checked - unreadable","","","","$1","","2026-08-22T07:15:14.378Z","","","1","0","2026-08-23T00:03:44.380Z"
"Twitterbid","twitterbid.lol","https://twitterbid.lol/","X accounts","X handles ranked by bid, where spots start at a dollar and a smaller bid still lands you on the board.","Measured","$24","$8","","$1","","2026-08-22T07:00:14.525Z","","","3","0","2026-08-31T01:28:38.609Z"
"BoostBoard","boostboard.io","https://boostboard.io/","Ads & billboards","Products bid real money for rank, and each listing shows the traffic it actually got.","Verified - unmeasured","","","","$6","","2026-08-22T06:15:14.579Z","","","3","0",""
"BidApp","bidapp.lol","https://bidapp.lol/","Websites & products","A paid leaderboard for iOS and Android apps where bids start at five dollars and a smaller bid still lands you where the amount ranks.","Measured","$5","","","$5","","2026-08-22T06:15:14.385Z","","","1","0","2026-08-24T03:04:29.935Z"
"rankaffiliate.lol","rankaffiliate.lol","https://rankaffiliate.lol/","Websites & products","Affiliate links ranked by amount paid: outbid the current leader and the top spot is yours.","Measured","$10","$4","","$4","","2026-08-22T05:45:14.437Z","","","1","0","2026-08-31T01:28:38.790Z"
"cryptobid","cryptobids.lol","https://cryptobids.lol/","Crypto & tokens","A crypto leaderboard you buy your way up.","Measured","$2.25","","","","","2026-08-22T05:00:21.352Z","","","2","0","2026-08-30T22:04:49.205Z"
"VIAL WARS","vialwars.lol","https://vialwars.lol/","Websites & products","A peptide vendor leaderboard where the highest bidder wins and every rank is openly a paid ad, with no reviews or lab tests involved.","Measured","$5","","","$1","","2026-08-22T05:00:16.147Z","","","0","0","2026-08-31T04:34:53.830Z"
"topvid.win","topvid.win","https://topvid.win/","Games & clips","YouTube videos ranked by what their owners paid, with every bid adding to a running total and the highest total on top.","Verified - unmeasured","","","","$3","","2026-08-22T05:00:15.697Z","","","2","0",""
"onespot.lol","onespot.lol","https://onespot.lol/","Websites & products","One spot on the board, claimed by paying more; spots start at three dollars and a smaller bid still lands you somewhere.","Measured","$24","$5","","$3","","2026-08-22T03:45:14.632Z","","","2","0","2026-08-31T01:28:38.967Z"
"cheapseat.lol","cheapseat.lol","https://cheapseat.lol/","Websites & products","A board where the top seat is bought outright, and every past holder keeps a permanent plate on the wall.","Measured","$13","","","","","2026-08-22T03:45:14.380Z","","","1","0","2026-08-23T00:24:06.588Z"
"Rankinho","rankinho.com","https://rankinho.com/","Regional & other currencies","A Brazilian board paid by PIX where new entries start at one real and you pay only the difference needed to climb.","Measured","$50.76","$36","","R$1","","2026-08-22T02:45:14.429Z","","","3","0","2026-08-31T01:28:39.294Z"
"#1Board","1board.lol","https://1board.lol/","Websites & products","A board where new spots start at five dollars and the bid decides how high you land; raise on the same profile to climb.","Measured","$20","$10","","$5","","2026-08-22T01:30:22.102Z","","","3","0","2026-08-31T01:28:39.483Z"
"Undbid","undbid.com","https://undbid.com/","Websites & products","An inverted board you can only lose: listing is free, you rise as newer entries land below you, and two euros sinks somebody else.","Measured","$4.64","","","2 EUR","","2026-08-22T01:30:21.732Z","","","2","0","2026-08-22T01:36:38.339Z"
"Distributor","distributor.lol","https://distributor.lol/","Websites & products","A distribution board where the claim price sets the rank and the clicks each listing earns are verified and published.","Checked - unreadable","","","","$1","","2026-08-22T01:30:16.818Z","","","1","0","2026-08-25T18:44:37.656Z"
"PushYourX","pushyourx.lol","https://pushyourx.lol/","X accounts","X accounts in one list, ordered by the amount paid rather than by any algorithm or follow-for-follow.","Measured","$63","$20","","","","2026-08-22T01:30:14.590Z","","","3","0","2026-08-31T01:28:39.729Z"
"Top Marketers","outbid-x.vercel.app","https://outbid-x.vercel.app/","Websites & products","Marketers and creators bid for visibility on an open board, with one-time bids and every position shown in the open.","Explicit $0","$0","","","","","2026-08-22T01:15:38.123Z","","","1","0","2026-08-22T01:19:02.814Z"
"toppled.lol","toppled.lol","https://toppled.lol/","Websites & products","A bid board with one flat price: every bid is ten dollars.","Verified - unmeasured","","","","$10","","2026-08-22T01:00:28.043Z","","","0","0",""
"top3.lol","top3.lol","https://top3.lol/","Websites & products","A startup leaderboard where the claim price sets the rank, and re-bids only charge the difference from what you already paid.","Measured","$91","$11","","$2","","2026-08-22T01:00:24.875Z","","","0","0","2026-08-31T01:28:39.932Z"
"OutbidRank","outbidrank.com","https://outbidrank.com/","Websites & products","A pay-to-rank startup leaderboard where bids decay over time, so holding a place means paying again.","Verified - unmeasured","","","","$2","","2026-08-22T01:00:23.616Z","","","0","0",""
"luckybid.win","luckybid.win","https://luckybid.win/","Websites & products","A board where the price starts at 5 dollars and doubles every ten paid slots, and a draw every ten minutes can hand anyone the top spot.","Measured","$6","$5","","$5","","2026-08-22T01:00:22.240Z","","","1","0","2026-09-03T23:45:54.418Z"
"Saasgrave Spotlight","ls.saasgrave.org","https://ls.saasgrave.org/spotlight","Websites & products","The paid top of a weekly launch directory, where the bid decides the rank and a listing stays live for 24 hours.","Explicit $0","$0","","","$1","","2026-08-22T01:00:16.596Z","","","0","0","2026-08-22T01:04:35.350Z"
"thepaidlist.com","thepaidlist.com","https://thepaidlist.com/","Crypto & tokens","A crypto board where the amount decides the rank: pay a dollar more than the project above you and take its place.","Measured","$7","$3","","$2","","2026-08-22T01:00:14.736Z","","","3","0","2026-08-31T01:28:40.117Z"
"Get Rank","getrank.site","https://getrank.site/","Websites & products","A public board where rank is the bid, paid by PayPal: you buy a place on the ladder, not visitors.","Measured","$21","","","","","2026-08-22T00:30:38.481Z","","","0","0","2026-08-23T16:45:25.087Z"
"memebid","memebid.org","https://memebid.org/","Crypto & tokens","Not a DEX, not a casino: a public board where memecoins rank by USDC bid on Solana, settled wallet to wallet.","Measured","$6","$1","","$2","","2026-08-22T00:15:14.432Z","","","2","0","2026-08-31T01:28:40.295Z"
"NextOutBid","nextoutbid.com","https://nextoutbid.com/","Websites & products","Pay for rank on a public board, or earn a free slot by beating Snake. Re-list and you only pay the difference.","Measured","$3","","","$1","","2026-08-21T23:45:19.333Z","","","0","0","2026-08-21T23:52:57.363Z"
"workwithme.lol","workwithme.lol","https://workwithme.lol/","Websites & products","The professional directory that asks how high you are willing to go: bid your profile up, get outbid, bid again.","Measured","$62","$10","","","","2026-08-21T23:45:16.016Z","","","1","0","2026-09-04T00:03:29.341Z"
"Startup Spotlight","startupspotlight.co","https://startupspotlight.co/","Websites & products","A 362-strong micro-startup directory with a pay-what-you-want ladder: beat the top bid by $10 to take number one.","Checked - unreadable","","","","$10","","2026-08-21T23:45:14.740Z","","","7","0","2026-08-30T02:11:33.323Z"
"Link Lowdown","linklowdown.com","https://linklowdown.com/","Websites & products","A designer-and-developer link directory where you pay what you want and the more you pay, the higher you rank.","Measured","$699","$151","","$1","","2026-08-21T23:45:14.375Z","","","0","0","2026-08-31T01:28:40.491Z"
"outbid.work","outbid.work","https://outbid.work/","Regional & other currencies","The UK board in pounds: promote a job or your LinkedIn, and the highest bidder takes number one.","Measured","$18.90","$13.50","","","","2026-08-21T23:30:14.386Z","","","6","0","2026-08-31T01:28:40.667Z"
"outshill.lol","outshill.lol","https://outshill.lol/","Crypto & tokens","The trenches PvP leaderboard: projects, coins and memes, where your total bid buys your rank, paid from Solana or any EVM wallet.","Measured","$2","","","","","2026-08-21T23:15:21.719Z","2026-08-20T21:57:41Z","Key-Systems, LLC","3","0","2026-08-21T23:18:06.801Z"
"Claimrank","claimrank.lol","https://claimrank.lol/","Websites & products","Bid whole dollars and move up instantly: a pay-to-rank board split into categories, from AI to news to marketing.","Measured","$170","$16","","","","2026-08-21T23:15:21.207Z","2026-08-21T10:37:16Z","Name.com, Inc.","1","0","2026-08-31T01:28:40.852Z"
"Top Human","tophuman.lol","https://tophuman.lol/","X accounts","Eight billion people, one top spot: outbid the current leader and become the internet’s number one human.","Measured","$15","$5","","","","2026-08-21T23:08:54.993Z","2026-08-21T09:45:38Z","Key-Systems, LLC","2","0","2026-08-31T01:28:41.059Z"
"Worstbid","worstbid.lol","https://worstbid.lol/","Websites & products","A satirical leaderboard where you pay to crown your competition the number one worst.","Measured","$46","$25","","","","2026-08-21T23:08:54.244Z","2026-08-21T08:05:33Z","HOSTINGER operations, UAB","0","0","2026-08-31T01:28:41.245Z"
"YOUBID","youbid.top","https://youbid.top/","Games & clips","The public YouTube leaderboard where rank is the bid: paste your channel and stay above every creator.","Verified - unmeasured","","","","","","2026-08-21T23:08:53.721Z","2026-08-21T12:06:25Z","GoDaddy.com","4","0",""
"toplaunch.lol","toplaunch.lol","https://toplaunch.lol/","Websites & products","The launch leaderboard: bids stack, ranks shuffle live, and the highest bid takes number one.","Measured","$22","","","","","2026-08-21T23:08:53.400Z","2026-08-20T21:01:36Z","Spaceship, Inc.","0","0","2026-09-03T08:11:38.785Z"
"wpbid.lol","wpbid.lol","https://wpbid.lol/","Websites & products","Pay to rank on the WordPress leaderboard: plugins, themes, hosting and agencies.","Measured","$16","$10","","","","2026-08-21T23:07:52.712Z","2026-08-21T12:05:38Z","NameCheap, Inc.","0","0","2026-08-31T01:28:41.472Z"
"topdirectories.lol","topdirectories.lol","https://topdirectories.lol/","Directories of bid sites","A leaderboard for directories and launch platforms: outbid the list to take number one.","Measured","$12","$4","","","","2026-08-21T23:07:19.047Z","2026-08-20T21:15:06Z","Spaceship, Inc.","7","0","2026-09-03T19:29:38.930Z"
"Top5","top5.lol","https://top5.lol/","Websites & products","Five seats, that is it: outbid your way onto one of five permanent seats.","Checked - unreadable","","","","","","2026-08-21T23:07:17.371Z","2026-08-21T10:12:33Z","Key-Systems, LLC","0","0","2026-09-01T16:00:15.322Z"
"YourMove","yourmove.lol","https://yourmove.lol/","Ads & billboards","One homepage, one winning brand: the highest bidder gets the page's traffic.","Checked - unreadable","","","","","","2026-08-21T23:07:16.095Z","2026-08-21T09:21:53Z","NameCheap, Inc.","3","0","2026-08-21T23:52:57.991Z"
"TopTeam","topteam.lol","https://topteam.lol/","Games & clips","The global sports leaderboard: back your team with real money to push it to number one.","Explicit $0","$0","","","","","2026-08-21T23:07:15.861Z","2026-08-21T02:59:36Z","Porkbun LLC","2","0","2026-08-22T13:24:06.934Z"
"WHO'S HOTTER?","whoshotter.lol","https://whoshotter.lol/","Ads & billboards","The internet's least objective competitive advertising leaderboard.","Measured","$3","$2","","","","2026-08-21T23:07:13.371Z","2026-08-20T16:34:21Z","Porkbun LLC","2","0","2026-08-31T01:28:42.086Z"
"Lugarcito","lugarcito.online","https://lugarcito.online/","Regional & other currencies","Yours until someone puts down more: a pay-to-rank board in Spanish where whoever pays most sits highest.","Measured","$1,565.64","$317","","","","2026-08-21T23:07:11.203Z","2026-08-21T03:13:49.743Z","HOSTINGER operations, UAB","15","0","2026-08-31T02:34:50.158Z"
"Youbid","youbid.lol","https://youbid.lol/","Websites & products","You bid, you get: pay for a verified place on the product leaderboard.","Measured","$62.99","$15","","","","2026-08-21T23:07:08.840Z","2026-08-21T06:04:52Z","Dynadot Inc","1","0","2026-09-04T04:14:55.029Z"
"StayAtNumber1","stayatnumber1.vercel.app","https://stayatnumber1.vercel.app/","Websites & products","Outbid the competition and own number one, from a bare Vercel subdomain.","Checked - unreadable","","","","","","2026-08-21T23:06:47.319Z","","","0","0","2026-08-30T02:11:34.565Z"
"slopboard.lol","slopboard.lol","https://slopboard.lol/","AI tools & agents","The AI startup leaderboard ranked by money: pay and your startup goes to the top.","Explicit $0","$0","","","","","2026-08-21T23:06:30.129Z","2026-08-21T12:39:23Z","Name.com, Inc.","3","0","2026-08-21T23:07:06.047Z"
"SaaSLeague","saasleague.lol","https://www.saasleague.lol/","Websites & products","Pay to own the top slot, or climb organically while others pay.","Checked - unreadable","","","","","","2026-08-21T23:06:25.942Z","2026-08-21T09:21:49Z","NameCheap, Inc.","1","0","2026-08-21T23:52:58.187Z"
"Pujalo","pujalo.lol","https://pujalo.lol/","Regional & other currencies","A pay-to-rank board in Spanish and in pesos: one peso more than the row above and number one is yours.","Checked - unreadable","","","","","","2026-08-21T23:06:05.469Z","2026-08-21T00:43:16Z","Porkbun LLC","4","0","2026-08-21T23:52:58.343Z"
"outbidclone.lol","outbidclone.lol","https://outbidclone.lol/","Websites & products","A clone that says so on the label: bid for visibility on a public pay-to-rank ladder.","Checked - unreadable","","","","","","2026-08-21T23:05:05.366Z","2026-08-21T15:00:34Z","NameCheap, Inc.","0","0","2026-08-22T09:34:52.615Z"
"outbid.vip","outbid.vip","https://outbid.vip/","Websites & products","No ads, no API keys, no revenue sharing: outbid your competition to get to the top.","Checked - unreadable","","","","","","2026-08-21T23:05:05.012Z","2026-08-20T19:57:02Z","Cloudflare, Inc.","0","0","2026-08-21T23:52:58.499Z"
"leadingboards.lol","leadingboards.lol","https://www.leadingboards.lol/","Directories of bid sites","A directory of pay-to-rank leaderboards: free listings, pay to get featured.","Measured","$113","$7","","","","2026-08-21T23:05:03.415Z","2026-08-21T08:27:14Z","Spaceship, Inc.","8","0","2026-08-31T22:25:12.321Z"
"lamborghini.art","lamborghini.art","https://lamborghini.art/","Ads & billboards","Buy a permanent share of the vinyl wrap on a real Lamborghini Urus, two hundred thousand dollars in total.","Explicit $0","$0","","","$1,000","","2026-08-21T23:04:46.194Z","2026-08-21T03:30:58Z","Dynadot Inc","5","0","2026-08-21T23:07:06.969Z"
"GrowU","growu.lol","https://growu.lol/","Websites & products","No ads, no algorithms: your bid decides your rank, and every listing gets a dofollow link.","Measured","$33","$13","","","","2026-08-21T23:03:37.874Z","2026-08-21T08:19:31Z","HOSTINGER operations, UAB","0","0","2026-09-03T08:11:41.400Z"
"bidorb","bidorb.lol","https://www.bidorb.lol/","Ads & billboards","The biggest link wins: the highest bidder owns the biggest orb and a direct dofollow link.","Explicit $0","$0","","","","","2026-08-21T23:02:57.565Z","2026-08-21T11:03:08Z","NameCheap, Inc.","2","0","2026-08-21T23:12:00.171Z"
"Bidding Arena","biddingarena.com","https://biddingarena.com/","Websites & products","Pick a lane and outbid the rest: themed boards instead of one big ladder.","Checked - unreadable","","","","","","2026-08-21T23:02:57.363Z","2026-08-21T11:54:16Z","NameCheap, Inc.","0","0","2026-08-31T08:10:22.235Z"
"agentfind.lol","agentfind.lol","https://agentfind.lol/","AI tools & agents","Get found by AI agents: claim your spot so the agents crawling the web see you first.","Checked - unreadable","","","","","","2026-08-21T23:02:48.979Z","2026-08-21T11:59:14Z","NameCheap, Inc.","4","0","2026-08-30T02:11:34.933Z"
"outbidoutbid.lol","outbidoutbid.lol","https://outbidoutbid.lol/","Websites & products","Built as a joke and charged in real money; your amount decides your rank, same as the original.","Explicit $0","$0","","","","","2026-08-21T23:02:35.203Z","2026-08-20T17:56:03Z","Key-Systems, LLC","0","0","2026-08-21T23:12:00.341Z"
"Top Meme Coin","topmemecoin.cash","https://www.topmemecoin.cash/","Crypto & tokens","Outbid for the number one meme coin: a board ranked by total dollars bid, from a dollar up.","Checked - unreadable","","","","$1","","2026-08-21T23:01:57.935Z","2026-08-21T10:26:32.683Z","NameCheap, Inc.","3","0","2026-08-21T23:52:58.991Z"
"HOTSEAT","hotseat.gold","https://hotseat.gold/","Websites & products","Bid a dollar more and your website becomes number one; part of every payment buys promotion on X.","Measured","$15","","","$3","","2026-08-21T23:01:57.489Z","","","0","0","2026-08-30T02:11:35.140Z"
"firstpage.lol","firstpage.lol","https://firstpage.lol/","Websites & products","Pay to put your link on the front page; whoever pays the most is king until someone dethrones them.","Measured","$6","$3","","$1","","2026-08-21T23:01:52.125Z","2026-08-20T23:17:00Z","NameCheap, Inc.","0","0","2026-08-31T01:28:43.202Z"
"100 Jobs","100jobs.page","https://100jobs.page/","Websites & products","The top 100 jobs in existence, ranked by how much companies pay for your attention.","Measured","$11","$1","","","","2026-08-21T23:01:05.379Z","2026-05-05T16:58:14.600Z","CloudFlare, Inc.","0","0","2026-08-31T01:28:45.597Z"
"BIDOUT","bidout.club","https://bidout.club/","Websites & products","Claim #1: a bid board behind a rendered shell. The claim button is the whole pitch.","Checked - unreadable","","","","","","2026-08-21T23:00:25.285Z","","","0","0","2026-08-21T23:52:59.165Z"
"designerbid.lol","designerbid.lol","https://designerbid.lol/","Websites & products","The creative industry ranked by the amount paid, nothing else: designers, studios and tools.","Measured","$70","","","$1","","2026-08-21T23:00:19.057Z","2026-08-21T09:54:56Z","HOSTINGER operations, UAB","0","0","2026-08-30T02:11:35.512Z"
"underbid.online","underbid.online","https://underbid.online/","Websites & products","Products ranked by what they paid, by card, UPI or USDC on Solana, with a 30% referral cut.","Measured","$2","$1","","","","2026-08-21T23:00:18.545Z","","","0","0","2026-08-31T01:28:45.793Z"
"topbid.best","topbid.best","https://topbid.best/","Websites & products","Websites and profiles ranked by bid, or grind upward with referral clicks at $0.10 each.","Checked - unreadable","","","","$1","","2026-08-21T23:00:17.833Z","2026-08-20T23:41:44Z","Spaceship, Inc.","0","0","2026-08-21T23:52:59.321Z"
"TopSpot","topspot.so","https://topspot.so/","Websites & products","The open board for everything else: any site or app, and your amount decides your spot. Spots never expire.","Checked - unreadable","","","","","","2026-08-21T23:00:14.756Z","","","0","0","2026-08-21T23:52:59.470Z"
"bidseo.lol","bidseo.lol","https://bidseo.lol/","Websites & products","The paid SEO leaderboard: rank is the bid, sponsor slots ring the board, and every slot takeover doubles the price.","Checked - unreadable","","","1","$3","","2026-08-21T21:34:55.000Z","2026-08-20T23:24:15Z","HOSTINGER operations, UAB","2","0","2026-09-03T23:40:47.824Z"
"OutPace","outpace.lol","https://outpace.lol/","Websites & products","The board that fights back: boosts decay on a 36-hour half-life, the price of first place falls every hour, and whoever holds the top at midnight takes the pot.","Measured","$100","","1","","","2026-08-21T21:34:55.000Z","2026-08-21T11:41:45Z","Spaceship, Inc.","3","0","2026-08-22T03:48:32.179Z"
"Page One","pageone.lol","https://pageone.lol/","Ads & billboards","One homepage, owned by whoever paid most: a dollar makes it yours, and everyone who comes later has to outbid you.","Explicit $0","$0","","0","$1","","2026-08-21T21:24:52.000Z","2026-08-21T20:45:55Z","Cloudflare, Inc.","5","0","2026-09-02T21:45:03.364Z"
"outbid-directory.lol","outbid-directory.lol","https://outbid-directory.lol/","Directories of bid sites","A flat-fee index of the clones: paste a URL, pay once, listed forever — and every sale raises the next price by a dollar.","Measured","$251","$38","3","$8","","2026-08-21T21:15:47.000Z","2026-08-21T19:12:42Z","Spaceship, Inc.","8","0","2026-09-01T10:04:45.417Z"
"PeerPush Outbid","peerpush.com","https://peerpush.com/outbid","Websites & products","The first grown-up to join in: an established product directory with an outbid board on the side — bids stack, expire after thirty days, and rank is exactly the live total.","Measured","$878","$119","4","","","2026-08-21T21:15:47.000Z","","","0","0","2026-09-03T08:40:02.300Z"
"outbidception.lol","outbidception.lol","https://outbidception.lol/","Directories of bid sites","The leaderboard of leaderboards: pay-to-rank sites are everywhere this week, and this is where they pay to rank.","Measured","$1","$6","1","","","2026-08-21T21:06:35.000Z","2026-08-21T18:46:18Z","Name.com, Inc.","6","0","2026-08-22T11:03:18.265Z"
"rankr.lol","rankr.lol","https://rankr.lol/","Websites & products","Bigger bid, better position; the board is wide open and the pot sits at zero.","Explicit $0","$0","","0","","","2026-08-21T21:06:35.000Z","2026-08-21T14:29:33Z","Key-Systems, LLC","1","0","2026-08-21T21:06:35.000Z"
"WordWar","wordwar.lol","https://wordwar.lol/","Ads & billboards","The word market: a hundred AI and tech words, claimed from a dollar, your logo on the word and every click yours until someone plunders it.","Checked - unreadable","","","0","$1","","2026-08-21T21:06:35.000Z","2026-08-21T18:50:56Z","Porkbun LLC","3","0","2026-08-23T16:50:02.412Z"
"AI THRONE","aithrone.lol","https://aithrone.lol/","AI tools & agents","AI startups only: your paid lifetime total decides the rank, and the ladder already runs eighteen deep.","Measured","$96","$14","18","","","2026-08-21T20:55:36.000Z","2026-08-20T22:24:41Z","NameCheap, Inc.","2","0","2026-08-31T01:28:46.356Z"
"bidding.lol","bidding.lol","https://bidding.lol/","Directories of bid sites","The directory of bidding sites, itself ranked by bids: auction houses and pay-to-rank boards competing the only way they know.","Checked - unreadable","","","","","","2026-08-21T20:55:36.000Z","2026-08-21T03:45:33Z","Dynadot Inc","6","0","2026-08-21T23:53:00.039Z"
"charitybid","charitybid.lol","https://charitybid.lol/","Websites & products","Outbid for good: the ladder works like the big ones, but the money is donated.","Measured","$36","$21","3","","","2026-08-21T20:55:36.000Z","2026-08-21T09:49:19Z","Name.com, Inc.","0","0","2026-08-31T01:28:46.704Z"
"Dethrone (weekly)","dethrone.site","https://dethrone.site/","Websites & products","One throne per week: pay more, take it, and next Monday the fight starts over.","Measured","$23","$15","3","","","2026-08-21T20:55:36.000Z","2026-08-21T01:03:55.588Z","NameCheap, Inc.","0","0","2026-09-01T06:09:25.477Z"
